1	Admission	O
1	Date	O
1	2115-2-22	O
1	Discharge	O
1	Date	O
1	2115-3-19	O
2	Date	O
2	of	O
2	Birth	O
2	2078-8-9	O
2	Sex	O
2	M.	O
2	Service	O
2	MEDICINE	O
3	Allergies	O
3	Vicodin	U-Drug
4	Attending	O
4	First	O
4	Name3	O
4	LF	O
4	4891	O
4	Chief	O
4	Complaint	O
4	Post-cardiac	O
4	arrest	O
4	asthma	O
4	exacerbation	O
5	Major	O
5	Surgical	O
5	or	O
5	Invasive	O
5	Procedure	O
5	Intubation	O
5	Removal	O
5	of	O
5	chest	O
5	tubes	O
5	placed	O
5	at	O
5	an	O
5	outside	O
5	hospital	O
5	R	O
5	CVL	O
5	placement	O
6	History	O
6	of	O
6	Present	O
6	Illness	O
6	Mr.	O
6	Known	O
6	lastname	O
6	3234	O
6	is	O
6	a	O
6	36	O
6	year	O
6	old	O
6	gentleman	O
6	with	O
6	a	O
6	PMH	O
6	signifciant	O
6	with	O
6	dilated	O
6	cardiomyopathy	O
6	s/p	O
6	AICD	O
6	asthma	O
6	and	O
6	HTN	O
6	admitted	O
6	to	O
6	an	O
6	OSH	O
6	with	O
6	dyspnea	O
6	now	O
6	admitted	O
6	to	O
6	the	O
6	MICU	O
6	after	O
6	PEA	O
6	arrest	O
6	x2	O
7	The	O
7	patient	O
7	initially	O
7	presented	O
7	to	O
7	LGH	O
7	ED	O
7	with	O
7	hypoxemic	O
7	respiratory	O
7	distress	O
8	While	O
8	at	O
8	the	O
8	OSH	O
8	he	O
8	received	O
8	CTX	U-Drug
8	azithromycin	U-Drug
8	SC	U-Route
8	epinephrine	U-Drug
8	and	O
8	solumedrol	U-Drug
9	While	O
9	at	O
9	the	O
9	OSH	O
9	he	O
9	became	O
9	confused	O
9	and	O
9	subsequently	O
9	had	O
9	an	O
9	episode	O
9	of	O
9	PEA	O
9	arrest	O
9	and	O
9	was	O
9	intubated	O
10	He	O
10	received	O
10	epinephrine	U-Drug
10	atropine	U-Drug
10	magnesium	U-Drug
10	and	O
10	bicarb	U-Drug
11	In	O
11	addition	O
11	he	O
11	had	O
11	bilateral	O
11	needle	O
11	thoracostomies	O
11	with	O
11	report	O
11	of	O
11	air	O
11	return	O
11	on	O
11	the	O
11	left	O
11	and	O
11	he	O
11	subsequently	O
11	had	O
11	bilateral	O
11	chest	O
11	tubes	O
